area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Scranton--Wilkes-Barre--Hazleton, PA",2010,563631,0.124,698,1487,1586,247,18
"Scranton--Wilkes-Barre--Hazleton, PA",2011,564006,0.0665,375,5614,6994,1119,727
"Scranton--Wilkes-Barre--Hazleton, PA",2012,564348,0.0606,342,5708,6804,1171,321
"Scranton--Wilkes-Barre--Hazleton, PA",2013,562004,-0.4153,-2344,5537,7221,1240,-1887
"Scranton--Wilkes-Barre--Hazleton, PA",2014,560170,-0.3263,-1834,5697,6899,1407,-1670
"Scranton--Wilkes-Barre--Hazleton, PA",2015,557743,-0.4333,-2427,5623,6934,1452,-2622
"Scranton--Wilkes-Barre--Hazleton, PA",2016,555225,-0.4515,-2518,5572,6971,1441,-2247
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Seattle-Tacoma-Bellevue, WA",1970,1836949,null,null,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1971,1835100,-0.1007,-1849,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1972,1806000,-1.5857,-29100,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1973,1801000,-0.2769,-5000,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1974,1834000,1.8323,33000,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1975,1866300,1.7612,32300,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1976,1886100,1.0609,19800,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1977,1916700,1.6224,30600,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1978,1971200,2.8434,54500,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1979,2032200,3.0946,61000,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1980,2093285,3.0059,61085,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1981,2151691,2.7902,58406,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",1982,2177909,1.2185,26218,34232,15660,null,null
"Seattle-Tacoma-Bellevue, WA",1983,2188099,0.4679,10190,34147,15767,null,null
"Seattle-Tacoma-Bellevue, WA",1984,2216022,1.2761,27923,34277,16090,null,null
"Seattle-Tacoma-Bellevue, WA",1985,2258026,1.8955,42004,35226,16640,null,null
"Seattle-Tacoma-Bellevue, WA",1986,2301024,1.9042,42998,35963,16751,null,null
"Seattle-Tacoma-Bellevue, WA",1987,2356263,2.4006,55239,36473,16790,null,null
"Seattle-Tacoma-Bellevue, WA",1988,2426393,2.9763,70130,37682,17277,null,null
"Seattle-Tacoma-Bellevue, WA",1989,2493214,2.7539,66821,39358,17538,null,null
"Seattle-Tacoma-Bellevue, WA",1990,2559136,2.6441,65922,30161,13130,null,null
"Seattle-Tacoma-Bellevue, WA",1991,2630705,2.7966,71569,41555,17907,null,null
"Seattle-Tacoma-Bellevue, WA",1992,2690858,2.2866,60153,41892,17978,7877,19009
"Seattle-Tacoma-Bellevue, WA",1993,2740325,1.8383,49467,40865,19244,8700,10501
"Seattle-Tacoma-Bellevue, WA",1994,2774159,1.2347,33834,40117,19018,8111,-3365
"Seattle-Tacoma-Bellevue, WA",1995,2814630,1.4589,40471,39151,19408,9090,4400
"Seattle-Tacoma-Bellevue, WA",1996,2856795,1.4981,42165,38743,19428,9748,7040
"Seattle-Tacoma-Bellevue, WA",1997,2918071,2.1449,61276,38521,20189,11381,22463
"Seattle-Tacoma-Bellevue, WA",1998,2978761,2.0798,60690,40398,19962,11931,19419
"Seattle-Tacoma-Bellevue, WA",1999,3019651,1.3727,40890,40012,20553,12402,2935
"Seattle-Tacoma-Bellevue, WA",2000,3043878,0.8023,24227,null,null,null,null
"Seattle-Tacoma-Bellevue, WA",2001,3092927,1.6114,49049,41004,20888,16604,5006
"Seattle-Tacoma-Bellevue, WA",2002,3118302,0.8204,25375,40406,20998,15001,-7091
"Seattle-Tacoma-Bellevue, WA",2003,3133021,0.472,14719,40491,21080,11110,-13002
"Seattle-Tacoma-Bellevue, WA",2004,3158967,0.8281,25946,41768,21081,15144,-10286
"Seattle-Tacoma-Bellevue, WA",2005,3198265,1.244,39298,41640,21222,14585,5258
"Seattle-Tacoma-Bellevue, WA",2006,3257081,1.839,58816,43358,20869,15412,20888
"Seattle-Tacoma-Bellevue, WA",2007,3304467,1.4549,47386,45270,21430,13121,11106
"Seattle-Tacoma-Bellevue, WA",2008,3355042,1.5305,50575,44736,21680,13077,13510
"Seattle-Tacoma-Bellevue, WA",2009,3414797,1.7811,59755,43392,21707,12919,17035
"Seattle-Tacoma-Bellevue, WA",2010,3439809,0.7325,25012,11325,5165,3645,-858
"Seattle-Tacoma-Bellevue, WA",2011,3497925,1.6895,58116,44303,22648,15690,12100
"Seattle-Tacoma-Bellevue, WA",2012,3552815,1.5692,54890,44825,22407,17695,14640
"Seattle-Tacoma-Bellevue, WA",2013,3609617,1.5988,56802,45459,23226,17765,16422
"Seattle-Tacoma-Bellevue, WA",2014,3667042,1.5909,57425,46157,23390,19462,15595
"Seattle-Tacoma-Bellevue, WA",2015,3727097,1.6377,60055,46987,25187,20571,16845
"Seattle-Tacoma-Bellevue, WA",2016,3798902,1.9266,71805,47412,26089,19606,30772
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Sebastian-Vero Beach, FL",1970,35992,null,null,null,null,null,null
"Sebastian-Vero Beach, FL",1971,37600,4.4677,1608,null,null,null,null
"Sebastian-Vero Beach, FL",1972,40600,7.9787,3000,null,null,null,null
"Sebastian-Vero Beach, FL",1973,43700,7.6355,3100,null,null,null,null
"Sebastian-Vero Beach, FL",1974,45800,4.8055,2100,null,null,null,null
"Sebastian-Vero Beach, FL",1975,47300,3.2751,1500,null,null,null,null
"Sebastian-Vero Beach, FL",1976,48200,1.9027,900,null,null,null,null
"Sebastian-Vero Beach, FL",1977,50500,4.7718,2300,null,null,null,null
"Sebastian-Vero Beach, FL",1978,53300,5.5446,2800,null,null,null,null
"Sebastian-Vero Beach, FL",1979,57900,8.6304,4600,null,null,null,null
"Sebastian-Vero Beach, FL",1980,59896,3.4473,1996,null,null,null,null
"Sebastian-Vero Beach, FL",1981,63946,6.7617,4050,null,null,null,null
"Sebastian-Vero Beach, FL",1982,67499,5.5563,3553,842,730,null,null
"Sebastian-Vero Beach, FL",1983,70419,4.326,2920,862,789,null,null
"Sebastian-Vero Beach, FL",1984,73792,4.7899,3373,865,847,null,null
"Sebastian-Vero Beach, FL",1985,75879,2.8282,2087,893,884,null,null
"Sebastian-Vero Beach, FL",1986,78776,3.8179,2897,940,938,null,null
"Sebastian-Vero Beach, FL",1987,81171,3.0403,2395,994,938,null,null
"Sebastian-Vero Beach, FL",1988,83885,3.3436,2714,1027,951,null,null
"Sebastian-Vero Beach, FL",1989,87542,4.3595,3657,1028,1016,null,null
"Sebastian-Vero Beach, FL",1990,90208,3.0454,2666,766,774,null,null
"Sebastian-Vero Beach, FL",1991,93593,3.7524,3385,1078,1050,null,null
"Sebastian-Vero Beach, FL",1992,96023,2.5963,2430,1029,1092,131,1308
"Sebastian-Vero Beach, FL",1993,97566,1.6069,1543,1008,1181,83,544
"Sebastian-Vero Beach, FL",1994,99858,2.3492,2292,977,1270,149,1338
"Sebastian-Vero Beach, FL",1995,101929,2.0739,2071,957,1292,135,1137
"Sebastian-Vero Beach, FL",1996,103583,1.6227,1654,961,1324,132,721
"Sebastian-Vero Beach, FL",1997,106291,2.6143,2708,983,1364,182,1652
"Sebastian-Vero Beach, FL",1998,108961,2.512,2670,1001,1359,178,1392
"Sebastian-Vero Beach, FL",1999,111294,2.1411,2333,999,1412,193,1348
"Sebastian-Vero Beach, FL",2000,112947,1.4853,1653,null,null,null,null
"Sebastian-Vero Beach, FL",2001,115456,2.2214,2509,1097,1570,323,2148
"Sebastian-Vero Beach, FL",2002,118144,2.3282,2688,1117,1614,319,2697
"Sebastian-Vero Beach, FL",2003,120450,1.9519,2306,1152,1597,278,2197
"Sebastian-Vero Beach, FL",2004,125001,3.7783,4551,1212,1843,288,4844
"Sebastian-Vero Beach, FL",2005,127955,2.3632,2954,1281,1859,299,3087
"Sebastian-Vero Beach, FL",2006,131463,2.7416,3508,1409,1649,303,3259
"Sebastian-Vero Beach, FL",2007,134564,2.3588,3101,1442,1684,277,2792
"Sebastian-Vero Beach, FL",2008,136277,1.273,1713,1382,1721,272,1509
"Sebastian-Vero Beach, FL",2009,137016,0.5423,739,1472,1782,272,830
"Sebastian-Vero Beach, FL",2010,138028,0.7386,1012,316,407,46,259
"Sebastian-Vero Beach, FL",2011,139027,0.7238,999,1322,1742,231,844
"Sebastian-Vero Beach, FL",2012,140650,1.1674,1623,1245,1713,245,1878
"Sebastian-Vero Beach, FL",2013,141966,0.9357,1316,1225,1852,237,1760
"Sebastian-Vero Beach, FL",2014,144740,1.954,2774,1262,1893,284,2559
"Sebastian-Vero Beach, FL",2015,147792,2.1086,3052,1248,2063,300,4059
"Sebastian-Vero Beach, FL",2016,151563,2.5516,3771,1284,2050,298,3530
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Sebring, FL",1970,29507,null,null,null,null,null,null
"Sebring, FL",1971,31900,8.1099,2393,null,null,null,null
"Sebring, FL",1972,33900,6.2696,2000,null,null,null,null
"Sebring, FL",1973,35900,5.8997,2000,null,null,null,null
"Sebring, FL",1974,40000,11.4206,4100,null,null,null,null
"Sebring, FL",1975,41100,2.75,1100,null,null,null,null
"Sebring, FL",1976,41600,1.2165,500,null,null,null,null
"Sebring, FL",1977,42000,0.9615,400,null,null,null,null
"Sebring, FL",1978,43600,3.8095,1600,null,null,null,null
"Sebring, FL",1979,45800,5.0459,2200,null,null,null,null
"Sebring, FL",1980,47526,3.7686,1726,null,null,null,null
"Sebring, FL",1981,50315,5.8684,2789,null,null,null,null
"Sebring, FL",1982,52286,3.9173,1971,622,747,null,null
"Sebring, FL",1983,53670,2.647,1384,674,745,null,null
"Sebring, FL",1984,55636,3.6631,1966,707,761,null,null
"Sebring, FL",1985,57508,3.3647,1872,692,803,null,null
"Sebring, FL",1986,59375,3.2465,1867,691,848,null,null
"Sebring, FL",1987,62119,4.6215,2744,723,906,null,null
"Sebring, FL",1988,64325,3.5512,2206,784,955,null,null
"Sebring, FL",1989,66334,3.1232,2009,842,962,null,null
"Sebring, FL",1990,68432,3.1628,2098,649,707,null,null
"Sebring, FL",1991,71614,4.6499,3182,847,992,null,null
"Sebring, FL",1992,73790,3.0385,2176,847,1071,151,1077
"Sebring, FL",1993,76301,3.4029,2511,817,1082,109,1442
"Sebring, FL",1994,78724,3.1756,2423,825,1156,144,1377
"Sebring, FL",1995,80792,2.6269,2068,851,1272,194,961
"Sebring, FL",1996,82713,2.3777,1921,852,1204,175,741
"Sebring, FL",1997,84334,1.9598,1621,832,1186,197,443
"Sebring, FL",1998,85551,1.4431,1217,873,1261,154,153
"Sebring, FL",1999,86604,1.2308,1053,846,1265,158,153
"Sebring, FL",2000,87366,0.8799,762,null,null,null,null
"Sebring, FL",2001,88510,1.3094,1144,853,1261,390,1129
"Sebring, FL",2002,89939,1.6145,1429,896,1289,390,1404
"Sebring, FL",2003,90943,1.1163,1004,888,1329,364,998
"Sebring, FL",2004,93079,2.3487,2136,948,1424,342,2333
"Sebring, FL",2005,95614,2.7235,2535,945,1392,370,2580
"Sebring, FL",2006,97788,2.2737,2174,992,1420,429,2176
"Sebring, FL",2007,99023,1.2629,1235,1150,1282,384,1002
"Sebring, FL",2008,99568,0.5504,545,1116,1299,391,336
"Sebring, FL",2009,98956,-0.6147,-612,1074,1443,392,-303
"Sebring, FL",2010,98786,-0.1718,-170,217,414,32,52
"Sebring, FL",2011,98308,-0.4839,-478,914,1392,193,3
"Sebring, FL",2012,98045,-0.2675,-263,901,1447,219,68
"Sebring, FL",2013,97817,-0.2325,-228,880,1491,216,113
"Sebring, FL",2014,98085,0.274,268,896,1425,272,508
"Sebring, FL",2015,99447,1.3886,1362,931,1459,282,1565
"Sebring, FL",2016,100917,1.4782,1470,931,1485,284,1539
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Sheboygan, WI",1970,96660,null,null,null,null,null,null
"Sheboygan, WI",1971,97100,0.4552,440,null,null,null,null
"Sheboygan, WI",1972,97500,0.4119,400,null,null,null,null
"Sheboygan, WI",1973,98800,1.3333,1300,null,null,null,null
"Sheboygan, WI",1974,100000,1.2146,1200,null,null,null,null
"Sheboygan, WI",1975,100400,0.4,400,null,null,null,null
"Sheboygan, WI",1976,99900,-0.498,-500,null,null,null,null
"Sheboygan, WI",1977,100500,0.6006,600,null,null,null,null
"Sheboygan, WI",1978,100300,-0.199,-200,null,null,null,null
"Sheboygan, WI",1979,100700,0.3988,400,null,null,null,null
"Sheboygan, WI",1980,100935,0.2334,235,null,null,null,null
"Sheboygan, WI",1981,100554,-0.3775,-381,null,null,null,null
"Sheboygan, WI",1982,100770,0.2148,216,1592,886,null,null
"Sheboygan, WI",1983,100592,-0.1766,-178,1552,919,null,null
"Sheboygan, WI",1984,101060,0.4652,468,1516,958,null,null
"Sheboygan, WI",1985,101028,-0.0317,-32,1512,968,null,null
"Sheboygan, WI",1986,100995,-0.0327,-33,1500,994,null,null
"Sheboygan, WI",1987,101347,0.3485,352,1436,961,null,null
"Sheboygan, WI",1988,102018,0.6621,671,1388,928,null,null
"Sheboygan, WI",1989,103032,0.9939,1014,1389,945,null,null
"Sheboygan, WI",1990,103877,0.8201,845,1035,713,null,null
"Sheboygan, WI",1991,104714,0.8058,837,1351,881,null,null
"Sheboygan, WI",1992,105627,0.8719,913,1379,976,84,284
"Sheboygan, WI",1993,106729,1.0433,1102,1350,998,108,462
"Sheboygan, WI",1994,108093,1.278,1364,1365,1015,91,727
"Sheboygan, WI",1995,109672,1.4608,1579,1349,934,69,868
"Sheboygan, WI",1996,110737,0.9711,1065,1398,974,31,423
"Sheboygan, WI",1997,111536,0.7215,799,1345,985,76,-5
"Sheboygan, WI",1998,111973,0.3918,437,1322,994,47,-146
"Sheboygan, WI",1999,112088,0.1027,115,1360,1006,57,-220
"Sheboygan, WI",2000,112646,0.4978,558,null,null,null,null
"Sheboygan, WI",2001,113023,0.3347,377,1106,1068,184,33
"Sheboygan, WI",2002,113251,0.2017,228,1389,1053,175,-317
"Sheboygan, WI",2003,113433,0.1607,182,1366,1035,150,-335
"Sheboygan, WI",2004,113832,0.3517,399,1365,1050,141,-101
"Sheboygan, WI",2005,114454,0.5464,622,1442,1041,144,7
"Sheboygan, WI",2006,114775,0.2805,321,1448,1099,144,-224
"Sheboygan, WI",2007,115178,0.3511,403,1406,1097,129,-131
"Sheboygan, WI",2008,115652,0.4115,474,1433,1011,123,-189
"Sheboygan, WI",2009,115562,-0.0778,-90,1439,1006,126,-464
"Sheboygan, WI",2010,115507,-0.0476,-55,365,226,25,-192
"Sheboygan, WI",2011,115360,-0.1273,-147,1323,1022,94,-566
"Sheboygan, WI",2012,115046,-0.2722,-314,1248,1061,100,-612
"Sheboygan, WI",2013,114978,-0.0591,-68,1289,1161,109,-347
"Sheboygan, WI",2014,115303,0.2827,325,1176,1025,123,96
"Sheboygan, WI",2015,115591,0.2498,288,1268,1123,132,-63
"Sheboygan, WI",2016,115427,-0.1419,-164,1226,1086,131,-389
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Sherman-Denison, TX",1970,83225,null,null,null,null,null,null
"Sherman-Denison, TX",1971,80700,-3.0339,-2525,null,null,null,null
"Sherman-Denison, TX",1972,77000,-4.5849,-3700,null,null,null,null
"Sherman-Denison, TX",1973,77200,0.2597,200,null,null,null,null
"Sherman-Denison, TX",1974,79200,2.5907,2000,null,null,null,null
"Sherman-Denison, TX",1975,82200,3.7879,3000,null,null,null,null
"Sherman-Denison, TX",1976,84100,2.3114,1900,null,null,null,null
"Sherman-Denison, TX",1977,84100,0,0,null,null,null,null
"Sherman-Denison, TX",1978,84800,0.8323,700,null,null,null,null
"Sherman-Denison, TX",1979,87500,3.184,2700,null,null,null,null
"Sherman-Denison, TX",1980,89796,2.624,2296,null,null,null,null
